COMP_ID	COMP_NOTES	WATCH_LEVEL	COMP_LGL_NAME	COMP_DBA_NAME	COMP_ADDR	COMP_CITY	COMP_ST	COMP_POST_CODE	COMP_PHONE	COMP_FAX	COMP_DOCKET_PREFIX	COMP_DOCKET_NUMBER	COMP_DOT	COMP_INTRASTATE_STATE	COMP_INTRASTATE_CODE	COMP_DUNS	AUTH_COM	AUTH_CONT	AUTH_BRK	AUTH_PEN_COM	AUTH_PEN_CONT	AUTH_PEN_BRK	AUTH_RVK_COM	AUTH_RVK_CONT	AUTH_RVK_BRK	AUTH_BIPD	AUTH_CARGO	AUTH_BOND	DOT_CARGO_POL	DOT_CARGO_CARRIER	DOT_CARGO_FROM	DOT_CARGO_TO	DOT_CARGO_EFF_DATE	DOT_CARGO_CAN_DATE	DOT_PRI_POL	DOT_PRI_CARRIER	DOT_PRI_FROM	DOT_PRI_TO	DOT_PRI_EFF_DATE	DOT_PRI_CAN_DATE	DOT_XS_POL	DOT_XS_CARRIER	DOT_XS_FROM	DOT_XS_TO	DOT_XS_EFF_DATE	DOT_XS_CAN_DATE	CARGO_EFF_DATE	CARGO_EXP_DATE	CARGO_CAN	CARGO_CAN_DATE	CARGO_CONF	CARGO_POL	CARGO_AGT	CARGO_AGT_PHONE	CARGO_AGT_FAX	CARGO_UDW	CARGO_LAST_UPD	CARGO_COVERAGE_DESC	CARGO_MAX_LIMIT	CARGO_LIMITS	AUTO_EFF_DATE	AUTO_EXP_DATE	AUTO_CAN	AUTO_CAN_DATE	AUTO_CONF	AUTO_POL	AUTO_AGT	AUTO_AGT_PHONE	AUTO_AGT_FAX	AUTO_UDW	AUTO_LAST_UPD	SCHEDULED_AUTO_FLAG	AUTO_COVERAGE_DESC	AUTO_LIMITS	GENERAL_EFF_DATE	GENERAL_EXP_DATE	GENERAL_CAN	GENERAL_CAN_DATE	GENERAL_CONF	GENERAL_POL	GENERAL_AGT	GENERAL_AGT_PHONE	GENERAL_AGT_FAX	GENERAL_UDW	GENERAL_LAST_UPD	GENERAL_COVERAGE_DESC	GENERAL_LIMITS	SAFE_RATE	SAFE_RATE_DATE	TOTAL_INSPECTIONS	VEHICLE_INSPECTIONS	VEHICLE_OOS	DRIVER_INSPECTIONS	DRIVER_OOS	HAZMAT_INSPECTIONS	HAZMAT_OOS	CRASHES_TOTAL	CRASHES_FATAL	CRASHES_INJURY	CRASHES_TOW	ENTITY_STATUS	ENTITY_TYPE	OPER_TYPE	OOS_DATE	MCS150_MILEAGE	MCS150_YEAR	MCS150_DATE	POWER_UNITS	DRIVERS	COMM_GNL_FRT	COMM_AG	COMM_BEV	COMM_BLD_MTL	COMM_CHEM	COMM_COAL	COMM_CONS	COMM_DRY_BULK	COMM_PROD	COMM_GARB	COMM_GRN	COMM_HOUSE	COMM_LQD_GAS	COMM_LVSTK	COMM_LUMB	COMM_MACH_LO	COMM_MEAT	COMM_MET	COMM_MOB_HM	COMM_VEH	COMM_OIL_EQP	COMM_PAP_PROD	COMM_REF_FOOD	COMM_UTL	COMM_DRIVE	COMM_INTER	COMM_PASS	COMM_MAIL	COMM_WATER	
		2	TRANSPORTATION PROFESSIONALS LLC	TRANSPRO	2413 NASHVILLE RD C-9	BOWLING GREEN	KY	42101	2707150070	2702828039	MC	613321	1668602				A	N	N	N	N	N	N	N	N	750000	N	N							MF000143	PROTECTIVE INSURANCE CO.	0	750000	11/16/2017								11/16/2018	11/16/2019	N		High	BMO58278667	VAN METER INSURANCE GROUP	2704671311	2708438808	OHIO CASUALTY INSURANCE COMPANY	11/15/2018		100000	Deductible $1,000~Per Vehicle $100,000	11/16/2018	11/16/2019	N		High	MF000143	VAN METER INSURANCE GROUP	2704671311	2708438808	PROTECTIVE INSURANCE	11/15/2018	N	OWNED AUTOS ONLY~HIRED AUTOS ONLY	Combined Single Limit (Each Accident) $1,000,000	11/16/2018	11/16/2019	N		High	MF000143	VAN METER INSURANCE GROUP	2704671311	2708438808	PROTECTIVE INSURANCE	11/15/2018	Products - Comp/Op Agg-INCLUDED~Occur~Commercial General Liability	Damage To Rented Premises (Each Occurrence) $100,000~General Aggregate $2,000,000~Each Occurrence $1,000,000~Personal & Adv Injury $1,000,000~Medical Expense (Any One Person) $5,000			93	60	13	93	5	1	0	6	0	0	6	A	CARRIER	Interstate		2200000	2017	01/31/2018	34	30	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	WIRED EXPRESS INC		16010 NE 10TH WAY	VANCOUVER	WA	98684	3607730489	3602581341	MC	766866	2210041																																																																													0	0	0	0	0	0	0	0	0	0	0	A	CARRIER	Interstate		5868	2017	03/22/2018	1	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	DITZFELD TRANSFER INC		305 CURRY DRIVE	SEDALIA	MO	65301	6608262992	6608262992	MC	154426	191761				A	A	I	N	N	N	N	N	N	1000000	N	N							MCP17806A	GREAT WEST CASUALTY CO.	0	1000000	06/30/2015								09/01/2018	09/01/2019	N		High	MXI93072606	CLINE WOOD AGENCY	9134513900	9134513925	AGCS MARINE INSURANCE CO	02/28/2019		250000	Deductible $5,000~Limit $250,000	09/01/2018	09/01/2019	N		High	MCP17806D	CLINE WOOD AGENCY	9134513900	9134513925	GREAT WEST CASUALTY	02/28/2019	N	Any Auto~Non-owned Autos~Hired Autos	Combined Single Limit (Each Accident) $1,000,000	09/01/2018	09/01/2019	N		High	MCP17806D	CLINE WOOD AGENCY	9134513900	9134513925	GREAT WEST CASUALTY	02/28/2019	General Aggregate Limit Applies Per Policy~Occur~Commercial General Liability	Damage To Rented Premises (Each Occurrence) $100,000~Medical Expense (Any One Person) $5,000~General Aggregate $2,000,000~Products - Comp/Op Agg $2,000,000~Each Occurrence $1,000,000~Personal & Adv Injury $1,000,000	S	12/31/2003	79	45	7	79	4	1	0	1	0	0	1	A	CARRIER/BROKER	Interstate		3722211	2017	01/18/2018	43	38	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	N	N	Y	N	N	N	
		2	CERA TRUCKING LLC		2841 INNSBRUCK DR Q	ST LOUIS	MO	63129	3142405755	3142405651	MC	595685	1610857				A	N	N	N	N	N	N	N	N	1000000	N	N							MCP43232A	GREAT WEST CASUALTY CO.	0	1000000	09/01/2018								09/01/2018	09/01/2019	N		High	MCP43232A	GOODMAN-BAKER INSURANCE AGENCY LLC	8004772062	4178832167	GREAT WEST CASUALTY CO	09/04/2018	Broad Form	100000	Per Vehicle $100,000~Deductible $1,000	09/01/2018	09/01/2019	N		High	MCP43232A	GOODMAN-BAKER INSURANCE AGENCY LLC	8004772062	4178832167	GREAT WEST CASUALTY CO	09/04/2018	Y	Scheduled Autos~Non-owned Autos~Hired Autos	UM/UIMBI SINGLE LIMIT $50,000~Combined Single Limit (Each Accident) $1,000,000																5	3	1	5	0	0	0	0	0	0	0	A	CARRIER	Interstate		85721	2017	08/01/2018	3	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	AEW TRUCKING INC		1461 CATON FARM RD	LOCKPORT	IL	60441	8157142662	6302303888	MC	646909	1772254																																																																													0	0	0	0	0	0	0	0	0	0	0	A	CARRIER	Interstate		2438724	2015	07/11/2016	20	20	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	
		2	E F CORPORATION	WEST MOTOR FREIGHT	100-110 W COLUMBIA ST	SCHUYLKILL HAVEN	PA	17972	5703859048	5703855970	MC	21866	113693				A	A	A	N	N	N	N	N	N	2000000	Y	Y	QT-660-4489M253-TIL-08	TRAVELERS PROPERTY CASUALTY CO.  OF AMERICA	0	0	06/28/2008		4584391	NATIONAL UNION FIRE INS. CO. OF PITSBGH. PA	0	2000000	06/28/2014								06/28/2018	06/28/2019	N		High	QT-660-9B784276-TIL-18	ENCOMPASS RISK SOLUTIONS			TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA	01/31/2019	Reefer Breakdown Incl.~NO COPPER OR COMMODITY EXCLUSIONS	500000	Limit $500,000~Deductible $50,000	06/28/2018	06/28/2019	N		High	CA 3584703	ENCOMPASS RISK SOLUTIONS			NATIONAL UNION FIRE INS CO OF PITTSBURGH	01/31/2019	N	MCS-90~CA-9948~Any Auto	FL PIP $10,000~Combined Single Limit (Each Accident) $2,000,000	06/28/2018	06/28/2019	N		High	GL 1929980	ENCOMPASS RISK SOLUTIONS			NATIONAL UNION FIRE INS CO OF PITTSBURGH	01/31/2019	General Aggregate Limit Applies Per Policy~Commercial General Liability~Occur	Damage To Rented Premises (Each Occurrence) $100,000~Personal & Adv Injury $1,000,000~Each Occurrence $1,000,000~Products - Comp/Op Agg $1,000,000~General Aggregate $2,000,000	S	01/08/2015	1642	1094	221	1641	72	361	8	50	3	16	31	A	CARRIER/BROKER	Interstate		53825750	2019	03/22/2019	582	558	Y	N	Y	Y	Y	N	N	N	N	N	N	N	Y	N	Y	Y	N	Y	N	N	N	Y	N	N	N	Y	N	N	N	
		2	JESUS MARIO CARBAJAL APODACA	JG & MC TRUCKING	12613 KEITHA ADAMS DR	EL PASO	TX	79928	9512820221	9152605778	MC	956634	2857274				A	N	N	N	N	N	N	N	N	750000	N	N							WGTTX000373-00	KNIGHT SPECIALTY INSURANCE COMPANY	0	750000	11/07/2018								11/07/2018	11/07/2019	N		High	USRM2018181	DESERT WEST INSURANCE AGENCY	9157516060	9157518660	LLOYDS OF LONDON	03/05/2019		100000	Limit $100,000~Deductible $1,000	11/07/2018	11/07/2019	N		High	WGTTX000373-00	DESERT WEST INSURANCE AGENCY	9157516060	9157518660	KNIGHT SPECIALTY INSURANCE COMPANY	03/05/2019	Y	Scheduled Autos	Combined Single Limit (Each Accident) $1,000,000																15	12	4	15	2	0	0	1	0	0	1	A	CARRIER	Interstate		85000	2016	11/07/2018	1	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	IG TRANSPORTATION INC		500 S LOMBARD RD UNIT A	ADDISON	IL	60101	8479294487		MC	689501	1928967				A	N	N	N	N	N	N	N	N	1000000	N	N							MF000190	PROTECTIVE INSURANCE CO.	0	1000000	09/25/2018								09/25/2018	09/25/2019	N		High	IM1CM00553181	USI INSURANCE SRVCS LLC - TRANSP - JULIE BERGESON	6306255223	4846525428	EVEREST NATIONAL INSURANCE COMPANY	09/25/2018		250000	Deductible $2,500~Limit $250,000	09/25/2018	09/25/2019	N		High	MF000190	USI INSURANCE SRVCS LLC - TRANSP - JULIE BERGESON	6306255223	4846525428	PROTECTIVE INSURANCE COMPANY	09/25/2018	N	Any Auto	Combined Single Limit (Each Accident) $1,000,000	09/25/2018	09/25/2019	N		High	ZB1624	USI INSURANCE SRVCS LLC - TRANSP - JULIE BERGESON	6306255223	4846525428	ACUITY A MUTUAL INSURANCE COMPANY	09/25/2018	Occur~General Aggregate Limit Applies Per Policy	General Aggregate $2,000,000~Damage To Rented Premises (Each Occurrence) $100,000~Products - Comp/Op Agg $1,000,000~Medical Expense (Any One Person) $5,000~Each Occurrence $1,000,000~Personal & Adv Injury $1,000,000			278	120	13	277	10	0	0	14	0	3	11	A	CARRIER	Interstate		10000000	2018	03/15/2019	116	120	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	
		2	BALKAN EXPRESS LLC		2560 E LONG AVENUE	FORT WORTH	TX	76137	8179241410	8179260585	MC	591082	1597774				A	N	N	N	N	N	N	N	N	750000	N	N							WGTTX000233-00	KNIGHT SPECIALTY INSURANCE COMPANY	0	750000	02/11/2019								12/06/2018	12/06/2019	N		High	0111445011	NEVJESTIC INSURANCE AGENCY LLC	8174418500		LEXINGTON INSURANCE COMPANY	12/05/2018		100000	Deductible $2,500~Limit $100,000	07/16/2018	07/16/2019	N		High	WGTTX000233-00	BORDER CITY INSURANCE SERVICES INC	8005886895	8005886895	KNIGHTBROOK INSURANCE COMPANY	12/05/2018	Y	Scheduled Autos~NON-OWNED AUTOS ONLY~HIRED AUTOS ONLY	Combined Single Limit (Each Accident) $1,000,000	06/27/2018	06/27/2019	N		High	G424156280	BORDER CITY INSURANCE SERVICES INC	8005886895	8005886895	HALLMARK SPECIALTY INS CO.	12/05/2018	Products - Comp/Op Agg-INCLUDED~Commercial General Liability	Damage To Rented Premises (Each Occurrence) $100,000~Personal & Adv Injury $1,000,000~Each Occurrence $1,000,000~Medical Expense (Any One Person) $5,000~General Aggregate $2,000,000	S	07/25/2018	584	257	53	584	26	0	0	28	1	13	14	A	CARRIER	Interstate		12548873	2017	06/13/2018	137	132	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	
		2	DRIVELINE INTERNATIONAL INC		143 E BUSINESS 83	ALAMO	TX	78516	9567877979		MC	248908	475463				N	A	I	N	N	N	N	N	N	1000000	Y	N	65 MS JD6013	HARTFORD FIRE INSURANCE COMPANY	0	0	11/01/2010		AE-000372-01	AEGIS SECURITY INSURANCE COMPANY	0	1000000	11/01/2018								11/01/2018	11/01/2019	N		High	65MSZR4511 K5	HUB TRANSPORTATION (TX)	8003699010	8668433289	HARTFORD FIRE INSURANCE COMPANY	12/05/2018		250000	Deductible $5,000~Per Vehicle $250,000	11/01/2018	11/01/2019	N		High	AE-000372-01	HUB TRANSPORTATION (TX)	8003699010	8668433289	AEGIS SECURITY INSURANCE COMPANY	12/05/2018	N	Any Auto~Hired Autos~Non-owned Autos	Combined Single Limit (Each Accident) $1,000,000	12/05/2018	12/05/2019	N		High	110B113877	HUB TRANSPORTATION (TX)	8003699010	8668433289	BURLINGTON INSURANCE COMPANY	12/05/2018	Commercial General Liability~General Aggregate Limit Applies Per Policy~Products - Comp/Op Agg-INCLUDED~Occur	Medical Expense (Any One Person) $5,000~Damage To Rented Premises (Each Occurrence) $100,000~General Aggregate $2,000,000~Each Occurrence $1,000,000~Personal & Adv Injury $1,000,000	S	03/03/2017	135	114	15	135	5	0	0	0	0	0	0	A	CARRIER/BROKER	Interstate		3000000	2017	03/27/2018	28	21	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	SHIELD TRANSIT INC		9707 VIA ROMA	BURBANK	CA	91504	4802679513	4806967005	MC	705626	1985580																																																																													0	0	0	0	0	0	0	0	0	0	0	I	CARRIER	Interstate		115000	2015	03/15/2017	1	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	
		2	ELDAR EXPRESS LLC		13427 SE MALL ST	PORTLAND	OR	97236	5037610235	5037610623	MC	727485	2084378				N	A	N	N	N	N	N	N	N	750000	N	N							WN253348	NORTHLAND INSURANCE COMPANY	0	750000	01/01/2019								01/01/2019	01/01/2020	N		High	WN253348	NORTH COUNTRY INSURANCE	5037721090	5037724266	NORTHLAND INSURANCE CO.	01/07/2019	Reefer Breakdown Incl.	150000	Deductible $1,000~Limit $150,000	01/01/2019	01/01/2020	N		High	WN253348	NORTH COUNTRY INSURANCE	5037721090	5037724266	NORTHLAND INSURANCE CO.	01/07/2019	Y	Scheduled Autos	Combined Single Limit (Each Accident) $1,000,000	10/11/2018	10/11/2019	N		High	864B003441	NORTH COUNTRY INSURANCE	5037721090	5037724266	THE BURLINGTON INSURANCE COMPANY	01/07/2019	Occur~General Aggregate Limit Applies Per Policy~Commercial General Liability	Each Occurrence $1,000,000~Medical Expense (Any One Person) $5,000~General Aggregate $1,000,000~Damage To Rented Premises (Each Occurrence) $1,000,000~Personal & Adv Injury $1,000,000~Products - Comp/Op Agg $100,000			12	4	1	12	0	0	0	0	0	0	0	A	CARRIER	Interstate		500000	2017	04/18/2018	4	4	Y	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	
		2	KEANE THUMMEL TRUCKING INC		419 MAIN STREET	NEW MARKET	IA	51646	7125853266	7125853766	MC	172194	248505				A	A	N	N	N	N	N	N	N	750000	N	N							B-13512	PROTECTIVE INSURANCE CO.	0	750000	11/01/2018								11/01/2018	11/01/2019	N		High	XA1078	COTTINGHAM & BUTLER	8887854677		PROTECTIVE INSURANCE COMPANY	11/02/2018		300000	Limit $300,000	11/01/2018	11/01/2019	N		High	XA1078	COTTINGHAM & BUTLER	8887854677		PROTECTIVE INSURANCE COMPANY	11/02/2018	N	Any Auto	Combined Single Limit (Each Accident) $1,000,000	11/01/2018	11/01/2019	N		High	XA1078	COTTINGHAM & BUTLER	8887854677		PROTECTIVE INSURANCE COMPANY	11/02/2018	Commercial General Liability~Occur~General Aggregate Limit Applies Per Policy~Damage To Rented Premises (Each Occurrence)-EXCLUDED~Products - Comp/Op Agg-INCLUDED	Each Occurrence $1,000,000~Medical Expense (Any One Person) $5,000~General Aggregate $1,000,000~Personal & Adv Injury $1,000,000	S	03/05/2009	329	154	28	328	4	1	0	12	0	5	7	A	CARRIER	Interstate		14466493	2016	03/13/2018	141	126	Y	Y	Y	Y	Y	N	Y	N	N	N	Y	N	N	N	Y	Y	N	Y	N	Y	N	Y	N	Y	N	Y	N	Y	N	
		2	THACH D HO	MTH TRANSPORT	13741 HALE CIRCLE	GARDEN GROVE	CA	92844	7145894540		MC	827960	1838396				A	N	N	N	N	N	N	N	N	750000	N	N							WESFL424621-00	STATE NATIONALSPECIALTY INSCO/NATIONAL SPECIA	0	750000	04/26/2018	04/26/2019							04/26/2018	04/26/2019	N		High	IMP4299012 02	NEW ALLIANCE INSURANCE BROKERS INC	4242056700		GREAT AMERICAN INSURANCE COMPANY	04/30/2018		100000	Limit $100,000~Deductible $1,000	04/26/2018	04/26/2019	N		High	WESFL424621 -00	NEW ALLIANCE INSURANCE BROKERS INC	4242056700		NATIONAL SPECIALTY INSURANCE COMPANY	04/30/2018	Y	Scheduled Autos~See Description Box	Combined Single Limit (Each Accident) $1,000,000	04/26/2018	04/26/2019	N		High	TBA	NEW ALLIANCE INSURANCE BROKERS INC	4242056700		ILLINOIS UNION INSURANCE COMPANY	04/30/2018	Claims Made	Products - Comp/Op Agg $2,000,000~Medical Expense (Any One Person) $5,000~General Aggregate $2,000,000~Damage To Rented Premises (Each Occurrence) $100,000~Personal & Adv Injury $1,000,000~Each Occurrence $1,000,000			22	17	3	22	2	0	0	0	0	0	0	A	CARRIER	Interstate		324000	2017	05/11/2018	4	5	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	STYER TRANSPORTATION CO		7870 215TH ST W	LAKEVILLE	MN	55044	9524694491		MC	142257	164228				A	A	N	N	N	N	N	N	N	1000000	N	N							9C579307	THE TRAVELERS INDEMNITY CO. OF CONNECTICUT	0	1000000	10/01/2015								10/01/2018	10/01/2019	N		High	83 MS EB0588	COTTINGHAM & BUTLER, INC.	5635875566	5635875866	HARTFORD FIRE INSURANCE COMPANY	09/30/2018		250000	Per Vehicle $250,000	10/01/2018	10/01/2019	N		High	H E-840-9C579307-TCT-18	COTTINGHAM & BUTLER, INC.	5635875566	5635875866	THE TRAVELERS INDEMNITY COMPANY OF CONNECTICUT	09/30/2018	N	EXCL PPTS~Any Auto	Combined Single Limit (Each Accident) $1,000,000	10/01/2018	10/01/2019	N		High	ZAGLB6004505	COTTINGHAM & BUTLER, INC.	5635875566	5635875866	ARCH INSURANCE COMPANY	09/30/2018	Occur~Commercial General Liability~General Aggregate Limit Applies Per Policy	Damage To Rented Premises (Each Occurrence) $300,000~Products - Comp/Op Agg $2,000,000~Medical Expense (Any One Person) $10,000~Personal & Adv Injury $1,000,000~Each Occurrence $1,000,000~General Aggregate $2,000,000	S	10/31/1995	108	53	8	108	2	27	0	6	0	1	5	A	CARRIER	Interstate		5459667	2017	06/18/2018	54	56	Y	Y	Y	Y	Y	N	Y	N	N	N	Y	N	Y	N	N	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	
		2	GREENLINE EXPRESS INC		2352 RUSSELLVILLE ROAD	BOWLING GREEN	KY	42101	2707968861	2708420117	MC	602053	1632617				A	N	N	N	N	N	N	N	N	750000	N	N							LFO0002889	NATIONAL CASUALTY COMPANY	0	750000	12/31/2017								10/01/2018	10/01/2019	N		High	IM1CM00564-181	CLINE WOOD, A MARSH & MCLENNAN AGENCY LLC - CARGO ONLY	9134513900	9134513925	EVEREST NATL INS CO	12/30/2018		100000	Deductible $5,000~Limit $100,000	10/01/2018	10/01/2019	N		High	LFO0006206	COTTINGHAM & BUTLER	8887854677	5635875866	NATIONAL CASUALTY COMPANY	12/30/2018	N	Non-owned Autos~Hired Autos~OWND COMML	Combined Single Limit (Each Accident) $1,000,000	10/01/2018	10/01/2019	N		High	LFO0006206	COTTINGHAM & BUTLER	8887854677	5635875866	NATIONAL CASUALTY COMPANY	12/30/2018	General Aggregate Limit Applies Per Policy~Commercial General Liability~Occur~Products - Comp/Op Agg-INCLUDED	General Aggregate $1,000,000~Damage To Rented Premises (Each Occurrence) $100,000~Medical Expense (Any One Person) $5,000~Each Occurrence $1,000,000~Personal & Adv Injury $1,000,000	S	03/19/2010	244	133	22	243	10	1	0	10	0	4	6	A	CARRIER	Interstate		7236953	2016	12/18/2017	85	80	Y	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	
		2	FLEET QUEST LOGISTICS LLC		3056 EASTERN AVE SE	GRAND RAPIDS	MI	49548	6164529292	6164529997	MC	631434	1722624				N	A	N	N	N	N	N	N	N	750000	N	N							LFO0002727	NATIONAL CASUALTY COMPANY	0	750000	09/10/2016								09/01/2018	09/01/2019	N		High	LFO0000268	HUNTINGTON INSURANCE INC	4197207743		NATIONAL CASUALTY	09/11/2018		100000	Deductible $2,500~Limit $100,000	09/01/2018	09/01/2019	N		High	LFO0000268	HUNTINGTON INSURANCE INC	4197207743		NATIONAL CASUALTY	09/11/2018	N		Combined Single Limit (Each Accident) $1,000,000	09/10/2018	09/01/2019	N		High	ENP0455379	HUNTINGTON INSURANCE INC	4197207743		CINCINNATI INDEMNITY CO	09/11/2018	Occur~Commercial General Liability	Each Occurrence $1,000,000~Damage To Rented Premises (Each Occurrence) $500,000~Personal & Adv Injury $1,000,000~General Aggregate $2,000,000~Medical Expense (Any One Person) $10,000~Products - Comp/Op Agg $2,000,000			211	119	20	211	11	0	0	9	0	0	9	A	CARRIER	Interstate		6080000	2017	02/15/2018	48	48	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	RYAN ROSE TRUCKING INC		24840 EDENVALE TRAIL	ELKO NEW MARKET	MN	55020	9524612065	9524615178	MC	769121	2075115				A	N	N	N	N	N	N	N	N	750000	N	N							0001024175	WESTERN NATIONAL MUTUAL INSURANCE CO.	0	750000	05/18/2015								05/18/2018	05/18/2019	N		High	CPP 1041765 07	NORTHERN CAPITAL INS GP	9529968818	9528290482	WESTERN NATIONAL	05/21/2018		200000	Limit $200,000~Deductible $500	05/18/2018	05/18/2019	N		High	CPP1041669 07	NORTHERN CAPITAL INS GP	9529968818	9528290482	WESTERN NATIONAL	05/21/2018	Y	Scheduled Autos	Combined Single Limit (Each Accident) $1,000,000	05/18/2018	05/18/2019	N		High	CPP 1041754 07	NORTHERN CAPITAL INS GP	9529968818	9528290482	WESTERN NATIONAL	05/21/2018	General Aggregate Limit Applies Per Policy~Occur~Commercial General Liability	Each Occurrence $1,000,000~Personal & Adv Injury $1,000,000~General Aggregate $2,000,000~Medical Expense (Any One Person) $5,000~Damage To Rented Premises (Each Occurrence) $100,000~Products - Comp/Op Agg $2,000,000	C	05/07/2017	38	15	5	38	1	0	0	0	0	0	0	A	CARRIER	Interstate		500000	2018	04/04/2018	9	9	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	FLEENOR BROS ENTERPRISES LTD		2412 COUNTY LANE 175	CARTHAGE	MO	64836	4177813330		MC	161930	212675				N	A	N	N	N	N	N	N	N	5000000	N	N							CAT 0010777-00	NATIONAL INTERSTATE INSURANCE COMPANY	0	1000000	01/07/2016		GVE100194901	GEMINI INSURANCE COMPANY	1000000	4000000	01/07/2018		01/07/2019	01/07/2020	N		High	CGT001077703	TRANSTAR INSURANCE BROKERS INC	8779652229	4805792404	NATIONAL INTERSTATE INSURANCE COMPANY	01/07/2019	Reefer Breakdown Incl.	150000	Deductible $5,000~Per Vehicle $150,000	01/07/2019	01/07/2020	N		High	CAT001077703	TRANSTAR INSURANCE BROKERS INC	8779652229	4805792404	NATIONAL INTERSTATE INSURANCE COMPANY	01/07/2019	N	See Description Box~Any Auto	Combined Single Limit (Each Accident) $1,000,000	01/07/2019	01/07/2020	N		High	GLT001077703	TRANSTAR INSURANCE BROKERS INC	8779652229	4805792404	NATIONAL INTERSTATE INSURANCE COMPANY	01/07/2019	Occur~General Aggregate Limit Applies Per Policy	General Aggregate $2,000,000~Damage To Rented Premises (Each Occurrence) $100,000~Personal & Adv Injury $1,000,000~Each Occurrence $1,000,000~Products - Comp/Op Agg $1,000,000~Medical Expense (Any One Person) $5,000	S	09/05/2017	202	135	8	201	0	100	2	7	0	2	5	A	CARRIER	Interstate		5519599	2018	12/17/2018	48	71	Y	Y	N	Y	N	N	Y	Y	N	N	N	N	Y	N	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	
		2	VITEX INC		1341 W MOCKINGBIRD TOWER STE 600	DALLAS	TX	75247	9165698440	8669717770	MC	560248	1487768																																																																																								I	CARRIER	Interstate		235500	2015	01/20/2016	1	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	KING LOGISTICS INC		12161 CENTRAL AVE #411	ALSIP	IL	60803	8476552527	8476550419	MC	765930	2207405				A	N	N	N	N	N	N	N	N	750000	N	N							GWP45028 00	STATE NATIONAL INSURANCE CO., INC.	0	750000	07/17/2018								07/17/2018	09/01/2019	N		High	IM1CM00502181	MIDWEST INSURANCE AGENCY, INC.	6304722300	6304722385	EVEREST NATIONAL INSURANCE COMPANY	08/31/2018		250000	Per Vehicle $250,000~Deductible $2,500	07/17/2018	07/17/2019	N		High	GWP4502800	MIDWEST INSURANCE AGENCY, INC.	6304722300	6304722385	STATE NATIONAL INSURANCE COMPANY	08/31/2018	Y	Non-owned Autos~Hired Autos~Scheduled Autos	Combined Single Limit (Each Accident) $1,000,000	06/16/2018	06/16/2019	N		High	254B101806	MIDWEST INSURANCE AGENCY, INC.	6304722300	6304722385	THE BURLINGTON INSURANCE COMPANY	08/31/2018	Commercial General Liability	Each Occurrence $1,000,000~Personal & Adv Injury $1,000,000~Damage To Rented Premises (Each Occurrence) $100,000~General Aggregate $2,000,000~Medical Expense (Any One Person) $5,000			341	146	22	340	20	0	0	13	0	8	5	A	CARRIER	Interstate		9375000	2018	04/25/2018	75	90	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	
